CARD_TYPE,COUNT,PERIOD,TRAIN_LINE
Senior/Pensioner,nan,January 2018,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Adult,nan,January 2018,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Child/Youth,nan,January 2018,"T2 Airport, Inner West and South Line"
Adult,"1,620,196",January 2018,T3 Bankstown Line
Child/Youth,"112,479",January 2018,T3 Bankstown Line
Concession,"104,324",January 2018,T3 Bankstown Line
CTP,nan,January 2018,T3 Bankstown Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T3 Bankstown Line
Day Pass without SAF,nan,January 2018,T3 Bankstown Line
Employee,"13,375",January 2018,T3 Bankstown Line
Free Travel,"1,154",January 2018,T3 Bankstown Line
School Student,"4,469",January 2018,T3 Bankstown Line
Senior/Pensioner,"227,495",January 2018,T3 Bankstown Line
Sgl Trip Rail Adult,"18,293",January 2018,T3 Bankstown Line
Sgl Trip Rail Child/Youth,"6,203",January 2018,T3 Bankstown Line
Adult,"4,174,954",January 2018,T4 Eastern Suburbs and Illawarra Line
Child/Youth,"255,286",January 2018,T4 Eastern Suburbs and Illawarra Line
Concession,"193,250",January 2018,T4 Eastern Suburbs and Illawarra Line
CTP,nan,January 2018,T4 Eastern Suburbs and Illawarra Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T4 Eastern Suburbs and Illawarra Line
Day Pass without SAF,nan,January 2018,T4 Eastern Suburbs and Illawarra Line
Employee,"41,188",January 2018,T4 Eastern Suburbs and Illawarra Line
Free Travel,"5,181",January 2018,T4 Eastern Suburbs and Illawarra Line
School Student,"12,237",January 2018,T4 Eastern Suburbs and Illawarra Line
Senior/Pensioner,"447,643",January 2018,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Adult,"45,404",January 2018,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Child/Youth,"14,325",January 2018,T4 Eastern Suburbs and Illawarra Line
Adult,"355,946",January 2018,T5 Cumberland Line
Child/Youth,"22,857",January 2018,T5 Cumberland Line
Concession,"23,981",January 2018,T5 Cumberland Line
CTP,nan,January 2018,T5 Cumberland Line
Employee,"2,380",January 2018,T5 Cumberland Line
Free Travel,75,January 2018,T5 Cumberland Line
School Student,"1,159",January 2018,T5 Cumberland Line
Senior/Pensioner,"46,803",January 2018,T5 Cumberland Line
Sgl Trip Rail Adult,"1,653",January 2018,T5 Cumberland Line
Sgl Trip Rail Child/Youth,528,January 2018,T5 Cumberland Line
Adult,"27,240",January 2018,T6 Carlingford Line
Child/Youth,"1,292",January 2018,T6 Carlingford Line
Concession,"1,227",January 2018,T6 Carlingford Line
CTP,nan,January 2018,T6 Carlingford Line
Day Pass without SAF,nan,January 2018,T6 Carlingford Line
Employee,848,January 2018,T6 Carlingford Line
Free Travel,4,January 2018,T6 Carlingford Line
School Student,115,January 2018,T6 Carlingford Line
Senior/Pensioner,"2,722",January 2018,T6 Carlingford Line
Sgl Trip Rail Adult,24,January 2018,T6 Carlingford Line
Sgl Trip Rail Child/Youth,12,January 2018,T6 Carlingford Line
Adult,"87,544",January 2018,T7 Olympic Park Line
Child/Youth,"5,593",January 2018,T7 Olympic Park Line
Concession,"4,440",January 2018,T7 Olympic Park Line
CTP,nan,January 2018,T7 Olympic Park Line
Day Pass without SAF,nan,January 2018,T7 Olympic Park Line
Employee,288,January 2018,T7 Olympic Park Line
Free Travel,32,January 2018,T7 Olympic Park Line
School Student,115,January 2018,T7 Olympic Park Line
Senior/Pensioner,"6,809",January 2018,T7 Olympic Park Line
Sgl Trip Rail Adult,875,January 2018,T7 Olympic Park Line
Sgl Trip Rail Child/Youth,231,January 2018,T7 Olympic Park Line
Adult,"540,790",January 2018,Blue Mountains Line
Child/Youth,"52,872",January 2018,Blue Mountains Line
Concession,"35,574",January 2018,Blue Mountains Line
CTP,nan,January 2018,Blue Mountains Line
Day Pass Child/Youth w/o SAF,nan,January 2018,Blue Mountains Line
Day Pass without SAF,1,January 2018,Blue Mountains Line
Employee,"9,817",January 2018,Blue Mountains Line
Free Travel,952,January 2018,Blue Mountains Line
School Student,"2,132",January 2018,Blue Mountains Line
Senior/Pensioner,"95,971",January 2018,Blue Mountains Line
Sgl Trip Rail Adult,"6,238",January 2018,Blue Mountains Line
Sgl Trip Rail Child/Youth,"2,709",January 2018,Blue Mountains Line
Adult,"821,876",January 2018,Central Coast Newcastle Line
Child/Youth,"79,886",January 2018,Central Coast Newcastle Line
Concession,"54,521",January 2018,Central Coast Newcastle Line
CTP,nan,January 2018,Central Coast Newcastle Line
Day Pass Child/Youth w/o SAF,nan,January 2018,Central Coast Newcastle Line
Day Pass without SAF,nan,January 2018,Central Coast Newcastle Line
Employee,"16,926",January 2018,Central Coast Newcastle Line
Free Travel,"1,876",January 2018,Central Coast Newcastle Line
School Student,"7,086",January 2018,Central Coast Newcastle Line
Senior/Pensioner,"170,490",January 2018,Central Coast Newcastle Line
Sgl Trip Rail Adult,"12,727",January 2018,Central Coast Newcastle Line
Sgl Trip Rail Child/Youth,"5,499",January 2018,Central Coast Newcastle Line
Adult,"31,743",January 2018,Hunter Line
Child/Youth,"6,904",January 2018,Hunter Line
Concession,"4,448",January 2018,Hunter Line
CTP,nan,January 2018,Hunter Line
Day Pass Child/Youth w/o SAF,nan,January 2018,Hunter Line
Day Pass without SAF,nan,January 2018,Hunter Line
Employee,684,January 2018,Hunter Line
Free Travel,139,January 2018,Hunter Line
School Student,206,January 2018,Hunter Line
Senior/Pensioner,"14,258",January 2018,Hunter Line
Sgl Trip Rail Adult,"1,010",January 2018,Hunter Line
Sgl Trip Rail Child/Youth,"1,094",January 2018,Hunter Line
Adult,"538,518",January 2018,South Coast Line
Child/Youth,"52,531",January 2018,South Coast Line
Concession,"35,622",January 2018,South Coast Line
CTP,nan,January 2018,South Coast Line
Day Pass Child/Youth w/o SAF,nan,January 2018,South Coast Line
Day Pass without SAF,nan,January 2018,South Coast Line
Employee,"6,698",January 2018,South Coast Line
Free Travel,817,January 2018,South Coast Line
School Student,"1,862",January 2018,South Coast Line
Senior/Pensioner,"98,691",January 2018,South Coast Line
Sgl Trip Rail Adult,"7,180",January 2018,South Coast Line
Sgl Trip Rail Child/Youth,"2,729",January 2018,South Coast Line
Adult,"46,733",January 2018,Southern Highlands Line
Child/Youth,"8,796",January 2018,Southern Highlands Line
Concession,"2,896",January 2018,Southern Highlands Line
CTP,nan,January 2018,Southern Highlands Line
Day Pass without SAF,nan,January 2018,Southern Highlands Line
Employee,759,January 2018,Southern Highlands Line
Free Travel,184,January 2018,Southern Highlands Line
School Student,134,January 2018,Southern Highlands Line
Senior/Pensioner,"16,084",January 2018,Southern Highlands Line
Sgl Trip Rail Adult,681,January 2018,Southern Highlands Line
Sgl Trip Rail Child/Youth,328,January 2018,Southern Highlands Line
Adult,nan,January 2018,Station Link
Child/Youth,nan,January 2018,Station Link
Concession,nan,January 2018,Station Link
Day Pass without SAF,nan,January 2018,Station Link
Employee,nan,January 2018,Station Link
Free Travel,nan,January 2018,Station Link
School Student,nan,January 2018,Station Link
Senior/Pensioner,nan,January 2018,Station Link
Sgl Trip Rail Adult,nan,January 2018,Station Link
Sgl Trip Rail Child/Youth,nan,January 2018,Station Link
Adult,"2,226,851",January 2018,T1 North Shore Line
Child/Youth,"168,122",January 2018,T1 North Shore Line
Concession,"130,892",January 2018,T1 North Shore Line
CTP,nan,January 2018,T1 North Shore Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T1 North Shore Line
Day Pass without SAF,nan,January 2018,T1 North Shore Line
Employee,"18,381",January 2018,T1 North Shore Line
Free Travel,"2,741",January 2018,T1 North Shore Line
School Student,"13,928",January 2018,T1 North Shore Line
Senior/Pensioner,"219,038",January 2018,T1 North Shore Line
Sgl Trip Rail Adult,"22,736",January 2018,T1 North Shore Line
Sgl Trip Rail Child/Youth,"8,209",January 2018,T1 North Shore Line
Adult,"2,954,902",January 2018,T1 Northern Line
Child/Youth,"195,119",January 2018,T1 Northern Line
Concession,"169,894",January 2018,T1 Northern Line
CTP,nan,January 2018,T1 Northern Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T1 Northern Line
Day Pass without SAF,nan,January 2018,T1 Northern Line
Employee,"22,302",January 2018,T1 Northern Line
Free Travel,"2,184",January 2018,T1 Northern Line
School Student,"12,491",January 2018,T1 Northern Line
Senior/Pensioner,"264,118",January 2018,T1 Northern Line
Sgl Trip Rail Adult,"26,985",January 2018,T1 Northern Line
Sgl Trip Rail Child/Youth,"8,346",January 2018,T1 Northern Line
Adult,"2,796,911",January 2018,T1 Western Line
Child/Youth,"178,304",January 2018,T1 Western Line
Concession,"176,944",January 2018,T1 Western Line
CTP,nan,January 2018,T1 Western Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T1 Western Line
Day Pass without SAF,nan,January 2018,T1 Western Line
Employee,"36,901",January 2018,T1 Western Line
Free Travel,"3,184",January 2018,T1 Western Line
School Student,"10,564",January 2018,T1 Western Line
Senior/Pensioner,"321,171",January 2018,T1 Western Line
Sgl Trip Rail Adult,"23,048",January 2018,T1 Western Line
Sgl Trip Rail Child/Youth,"9,001",January 2018,T1 Western Line
Adult,"1,426,749",January 2018,T2 Inner West Line
Child/Youth,"75,860",January 2018,T2 Inner West Line
Concession,"77,892",January 2018,T2 Inner West Line
CTP,nan,January 2018,T2 Inner West Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T2 Inner West Line
Day Pass without SAF,nan,January 2018,T2 Inner West Line
Employee,"14,060",January 2018,T2 Inner West Line
Free Travel,946,January 2018,T2 Inner West Line
School Student,"3,314",January 2018,T2 Inner West Line
Senior/Pensioner,"131,238",January 2018,T2 Inner West Line
Sgl Trip Rail Adult,"15,886",January 2018,T2 Inner West Line
Sgl Trip Rail Child/Youth,"4,100",January 2018,T2 Inner West Line
Adult,"1,814,059",January 2018,T2 Leppington Line
Child/Youth,"118,379",January 2018,T2 Leppington Line
Concession,"126,893",January 2018,T2 Leppington Line
CTP,nan,January 2018,T2 Leppington Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T2 Leppington Line
Day Pass without SAF,nan,January 2018,T2 Leppington Line
Employee,"19,827",January 2018,T2 Leppington Line
Free Travel,"1,879",January 2018,T2 Leppington Line
School Student,"5,014",January 2018,T2 Leppington Line
Senior/Pensioner,"255,467",January 2018,T2 Leppington Line
Sgl Trip Rail Adult,"18,634",January 2018,T2 Leppington Line
Sgl Trip Rail Child/Youth,"6,073",January 2018,T2 Leppington Line
Adult,"2,653,379",January 2018,T8 Airport and South Line
Child/Youth,"157,433",January 2018,T8 Airport and South Line
Concession,"135,640",January 2018,T8 Airport and South Line
CTP,nan,January 2018,T8 Airport and South Line
Day Pass Child/Youth w/o SAF,nan,January 2018,T8 Airport and South Line
Day Pass without SAF,nan,January 2018,T8 Airport and South Line
Employee,"32,601",January 2018,T8 Airport and South Line
Free Travel,"2,992",January 2018,T8 Airport and South Line
School Student,"5,667",January 2018,T8 Airport and South Line
Senior/Pensioner,"232,330",January 2018,T8 Airport and South Line
Sgl Trip Rail Adult,"116,088",January 2018,T8 Airport and South Line
Sgl Trip Rail Child/Youth,"19,278",January 2018,T8 Airport and South Line
Adult,nan,January 2018,T9 Northern Line
Child/Youth,nan,January 2018,T9 Northern Line
Concession,nan,January 2018,T9 Northern Line
CTP,nan,January 2018,T9 Northern Line
Employee,nan,January 2018,T9 Northern Line
Free Travel,nan,January 2018,T9 Northern Line
School Student,nan,January 2018,T9 Northern Line
Senior/Pensioner,nan,January 2018,T9 Northern Line
Sgl Trip Rail Adult,nan,January 2018,T9 Northern Line
Sgl Trip Rail Child/Youth,nan,January 2018,T9 Northern Line
Total,"28,186,866",January 2018,Grand Total
Adult,nan,February 2018,"T1 North Shore, Northern and Western Line"
Child/Youth,nan,February 2018,"T1 North Shore, Northern and Western Line"
Concession,nan,February 2018,"T1 North Shore, Northern and Western Line"
Day Pass Child/Youth w/o SAF,nan,February 2018,"T1 North Shore, Northern and Western Line"
Day Pass without SAF,nan,February 2018,"T1 North Shore, Northern and Western Line"
Employee,nan,February 2018,"T1 North Shore, Northern and Western Line"
Free Travel,nan,February 2018,"T1 North Shore, Northern and Western Line"
School Student,nan,February 2018,"T1 North Shore, Northern and Western Line"
Senior/Pensioner,nan,February 2018,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Adult,nan,February 2018,"T1 North Shore, Northern and Western Line"
Sgl Trip Rail Child/Youth,nan,February 2018,"T1 North Shore, Northern and Western Line"
Adult,nan,February 2018,"T2 Airport, Inner West and South Line"
Child/Youth,nan,February 2018,"T2 Airport, Inner West and South Line"
Concession,nan,February 2018,"T2 Airport, Inner West and South Line"
Day Pass Child/Youth w/o SAF,nan,February 2018,"T2 Airport, Inner West and South Line"
Day Pass without SAF,nan,February 2018,"T2 Airport, Inner West and South Line"
Employee,nan,February 2018,"T2 Airport, Inner West and South Line"
Free Travel,nan,February 2018,"T2 Airport, Inner West and South Line"
School Student,nan,February 2018,"T2 Airport, Inner West and South Line"
Senior/Pensioner,nan,February 2018,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Adult,nan,February 2018,"T2 Airport, Inner West and South Line"
Sgl Trip Rail Child/Youth,nan,February 2018,"T2 Airport, Inner West and South Line"
Adult,"1,596,492",February 2018,T3 Bankstown Line
Child/Youth,"76,953",February 2018,T3 Bankstown Line
Concession,"120,029",February 2018,T3 Bankstown Line
CTP,nan,February 2018,T3 Bankstown Line
Day Pass Child/Youth w/o SAF,nan,February 2018,T3 Bankstown Line
Day Pass without SAF,nan,February 2018,T3 Bankstown Line
Employee,"13,277",February 2018,T3 Bankstown Line
Free Travel,"1,359",February 2018,T3 Bankstown Line
School Student,"62,131",February 2018,T3 Bankstown Line
Senior/Pensioner,"218,228",February 2018,T3 Bankstown Line
Sgl Trip Rail Adult,"16,216",February 2018,T3 Bankstown Line
Sgl Trip Rail Child/Youth,"3,570",February 2018,T3 Bankstown Line
Adult,"4,352,183",February 2018,T4 Eastern Suburbs and Illawarra Line
Child/Youth,"169,622",February 2018,T4 Eastern Suburbs and Illawarra Line
Concession,"228,485",February 2018,T4 Eastern Suburbs and Illawarra Line
CTP,nan,February 2018,T4 Eastern Suburbs and Illawarra Line
Day Pass Child/Youth w/o SAF,nan,February 2018,T4 Eastern Suburbs and Illawarra Line
Day Pass without SAF,nan,February 2018,T4 Eastern Suburbs and Illawarra Line
Employee,"44,172",February 2018,T4 Eastern Suburbs and Illawarra Line
Free Travel,"5,556",February 2018,T4 Eastern Suburbs and Illawarra Line
School Student,"153,184",February 2018,T4 Eastern Suburbs and Illawarra Line
Senior/Pensioner,"468,853",February 2018,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Adult,"43,880",February 2018,T4 Eastern Suburbs and Illawarra Line
Sgl Trip Rail Child/Youth,"9,461",February 2018,T4 Eastern Suburbs and Illawarra Line
Adult,"407,412",February 2018,T5 Cumberland Line
Child/Youth,"15,150",February 2018,T5 Cumberland Line
Concession,"31,409",February 2018,T5 Cumberland Line
CTP,nan,February 2018,T5 Cumberland Line
Employee,"2,944",February 2018,T5 Cumberland Line
Free Travel,95,February 2018,T5 Cumberland Line
School Student,"19,036",February 2018,T5 Cumberland Line
Senior/Pensioner,"50,868",February 2018,T5 Cumberland Line
Sgl Trip Rail Adult,"1,596",February 2018,T5 Cumberland Line
Sgl Trip Rail Child/Youth,330,February 2018,T5 Cumberland Line
Adult,"31,700",February 2018,T6 Carlingford Line
Child/Youth,941,February 2018,T6 Carlingford Line
Concession,"1,879",February 2018,T6 Carlingford Line
CTP,nan,February 2018,T6 Carlingford Line
Day Pass without SAF,nan,February 2018,T6 Carlingford Line
Employee,"1,265",February 2018,T6 Carlingford Line
Free Travel,18,February 2018,T6 Carlingford Line
School Student,"1,159",February 2018,T6 Carlingford Line
Senior/Pensioner,"3,483",February 2018,T6 Carlingford Line
Sgl Trip Rail Adult,72,February 2018,T6 Carlingford Line
Sgl Trip Rail Child/Youth,8,February 2018,T6 Carlingford Line
Adult,"98,841",February 2018,T7 Olympic Park Line
Child/Youth,"5,304",February 2018,T7 Olympic Park Line
Concession,"5,453",February 2018,T7 Olympic Park Line
CTP,nan,February 2018,T7 Olympic Park Line
Day Pass without SAF,nan,February 2018,T7 Olympic Park Line
Employee,380,February 2018,T7 Olympic Park Line
Free Travel,42,February 2018,T7 Olympic Park Line
School Student,"1,975",February 2018,T7 Olympic Park Line
Senior/Pensioner,"7,516",February 2018,T7 Olympic Park Line
